title,ingredients,instructions,picture_link
Salisbury Steak,"['1 (10.5 ounce) can condensed French onion soup ADVERTISEMENT', '1 1/2 pounds ground beef ADVERTISEMENT', '1/2 cup dry bread crumbs ADVERTISEMENT', '1 egg ADVERTISEMENT', '1/4 teaspoon salt ADVERTISEMENT', '1/8 teaspoon ground black pepper ADVERTISEMENT', '1 tablespoon all-purpose flour ADVERTISEMENT', '1/4 cup ketchup ADVERTISEMENT', '1/4 cup water ADVERTISEMENT', '1 tablespoon Worcestershire sauce ADVERTISEMENT', '1/2 teaspoon mustard powder ADVERTISEMENT', 'ADVERTISEMENT']","In a large bowl, mix together 1/3 cup condensed French onion soup with ground beef, bread crumbs, egg, salt and black pepper. Shape into 6 oval patties.
In a large skillet over medium-high heat, brown both sides of patties. Pour off excess fat.
In a small bowl, blend flour and remaining soup until smooth. Mix in ketchup, water, Worcestershire sauce and mustard powder. Pour over meat in skillet. Cover, and cook for 20 minutes, stirring occasionally.
",lN/GgNo8G6uDCT6SCrbkk1o0RrbXRxi
Braised Balsamic Chicken,"['6 skinless, boneless chicken breast halves ADVERTISEMENT', '1 teaspoon garlic salt ADVERTISEMENT', 'ground black pepper to taste ADVERTISEMENT', '2 tablespoons olive oil ADVERTISEMENT', '1 onion, thinly sliced ADVERTISEMENT', '1 (14.5 ounce) can diced tomatoes ADVERTISEMENT', '1/2 cup balsamic vinegar ADVERTISEMENT', '1 teaspoon dried basil ADVERTISEMENT', '1 teaspoon dried oregano ADVERTISEMENT', '1 teaspoon dried rosemary ADVERTISEMENT', '1/2 teaspoon dried thyme ADVERTISEMENT', 'ADVERTISEMENT']","Season both sides of chicken breasts with garlic salt and pepper.
Heat olive oil in a skillet over medium heat; cook seasoned chicken breasts until chicken is browned, 3 to 4 minutes per side. Add onion; cook and stir until onion is browned, 3 to 4 minutes.
Pour diced tomatoes and balsamic vinegar over chicken; season with basil, oregano, rosemary and thyme. Simmer until chicken is no longer pink and the juices run clear, about 15 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).
",vMgnFnJ8auty/W8VpZQSymDCnoHpElG
Jamie's Cranberry Spinach Salad,"['1 tablespoon butter ADVERTISEMENT', '3/4 cup almonds, blanched and slivered ADVERTISEMENT', '1 pound spinach, rinsed and torn into bite-size pieces ADVERTISEMENT', '1 cup dried cranberries ADVERTISEMENT', '2 tablespoons toasted sesame seeds ADVERTISEMENT', '1 tablespoon poppy seeds ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '2 teaspoons minced onion ADVERTISEMENT', '1/4 teaspoon paprika ADVERTISEMENT', '1/4 cup white wine vinegar ADVERTISEMENT', '1/4 cup cider vinegar ADVERTISEMENT', '1/2 cup vegetable oil ADVERTISEMENT', 'ADVERTISEMENT']","In a medium saucepan, melt butter over medium heat. Cook and stir almonds in butter until lightly toasted. Remove from heat, and let cool.
In a medium bowl, whisk together the sesame seeds, poppy seeds, sugar, onion, paprika, white wine vinegar, cider vinegar, and vegetable oil. Toss with spinach just before serving.
In a large bowl, combine the spinach with the toasted almonds and cranberries.
",iqFOq2VaJJSOCId7J6iyF9jhtj2UU.W
Mouth-Watering Stuffed Mushrooms,"['12 whole fresh mushrooms ADVERTISEMENT', '1 tablespoon vegetable oil ADVERTISEMENT', '1 tablespoon minced garlic ADVERTISEMENT', '1 (8 ounce) package cream cheese, softened ADVERTISEMENT', '1/4 cup grated Parmesan cheese ADVERTISEMENT', '1/4 teaspoon ground black pepper ADVERTISEMENT', '1/4 teaspoon onion powder ADVERTISEMENT', '1/4 teaspoon ground cayenne pepper ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Spray a baking sheet with cooking spray. Clean mushrooms with a damp paper towel. Carefully break off stems. Chop stems extremely fine, discarding tough end of stems.
Heat oil in a large skillet over medium heat. Add garlic and chopped mushroom stems to the skillet. Fry until any moisture has disappeared, taking care not to burn garlic. Set aside to cool.
When garlic and mushroom mixture is no longer hot, stir in cream cheese, Parmesan cheese, black pepper, onion powder and cayenne pepper. Mixture should be very thick. Using a little spoon, fill each mushroom cap with a generous amount of stuffing. Arrange the mushroom caps on prepared cookie sheet.
Bake for 20 minutes in the preheated oven, or until the mushrooms are piping hot and liquid starts to form under caps.
",CDEPovL3bLKwAO381RD.u8QKCB4XZnu
Rosemary Ranch Chicken Kabobs,"['1/2 cup olive oil ADVERTISEMENT', '1/2 cup ranch dressing ADVERTISEMENT', '3 tablespoons Worcestershire sauce ADVERTISEMENT', '1 tablespoon minced fresh rosemary ADVERTISEMENT', '2 teaspoons salt ADVERTISEMENT', '1 teaspoon lemon juice ADVERTISEMENT', '1 teaspoon white vinegar ADVERTISEMENT', '1/4 teaspoon ground black pepper, or to taste ADVERTISEMENT', '1 tablespoon white sugar, or to taste (optional) ADVERTISEMENT', '5 skinless, boneless chicken breast halves - cut into 1 inch cubes ADVERTISEMENT', 'ADVERTISEMENT']","In a medium bowl, stir together the olive oil, ranch dressing, Worcestershire sauce, rosemary, salt, lemon juice, white vinegar, pepper, and sugar. Let stand for 5 minutes. Place chicken in the bowl, and stir to coat with the marinade. Cover and refrigerate for 30 minutes.
Preheat the grill for medium-high heat. Thread chicken onto skewers and discard marinade.
Lightly oil the grill grate. Grill skewers for 8 to 12 minutes, or until the chicken is no longer pink in the center, and the juices run clear.
",8Y3r9JpTW.WBbLuCbmrDf2/Jv8ly3uq
J.P.'s Big Daddy Biscuits,"['2 cups all-purpose flour ADVERTISEMENT', '1 tablespoon baking powder ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 tablespoon white sugar ADVERTISEMENT', '1/3 cup shortening ADVERTISEMENT', '1 cup milk ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 425 degrees F (220 degrees C).
In a large bowl, whisk together the flour, baking powder, salt, and sugar. Cut in the shortening until the mixture resembles coarse meal. Gradually stir in milk until dough pulls away from the side of the bowl.
Turn out onto a floured surface, and knead 15 to 20 times. Pat or roll dough out to 1 inch thick. Cut biscuits with a large cutter or juice glass dipped in flour. Repeat until all dough is used. Brush off the excess flour, and place biscuits onto an ungreased baking sheet.
Bake for 13 to 15 minutes in the preheated oven, or until edges begin to brown.
",ZFjJaq203tD4AjgHoSSDIwUd.pLpvMa
Slow Cooker Chicken Stroganoff,"['4 skinless, boneless chicken breast halves - cubed ADVERTISEMENT', '1/8 cup margarine ADVERTISEMENT', '1 (.7 ounce) package dry Italian-style salad dressing mix ADVERTISEMENT', '1 (8 ounce) package cream cheese ADVERTISEMENT', '1 (10.75 ounce) can condensed cream of chicken soup ADVERTISEMENT', 'ADVERTISEMENT']","Put chicken, margarine and dressing mix in slow cooker; mix together and cook on low for 5 to 6 hours.
Add cream cheese and soup, mix together and cook on high for another 1/2 hour or until heated through and warm.
",aZKRfZoUDWP93.DDFS85USP/cdIvsmu
Easy Slow Cooker French Dip,"['4 pounds rump roast ADVERTISEMENT', '1 (10.5 ounce) can beef broth ADVERTISEMENT', '1 (10.5 ounce) can condensed French onion soup ADVERTISEMENT', '1 (12 fluid ounce) can or bottle beer ADVERTISEMENT', '6 French rolls ADVERTISEMENT', '2 tablespoons butter ADVERTISEMENT', 'ADVERTISEMENT']","Trim excess fat from the rump roast, and place in a slow cooker. Add the beef broth, onion soup and beer. Cook on Low setting for 7 hours.
Preheat oven to 350 degrees F (175 degrees C).
Split French rolls, and spread with butter. Bake 10 minutes, or until heated through.
Slice the meat on the diagonal, and place on the rolls. Serve the sauce for dipping.
",MY9GEalVRhS7m2o7udgEXYUHjIH.U1.
Peanut Butter Cup Cookies,"['1 3/4 cups all-purpose flour ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '1 teaspoon baking soda ADVERTISEMENT', '1/2 cup butter, softened ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '1/2 cup peanut butter ADVERTISEMENT', '1/2 cup packed brown sugar ADVERTISEMENT', '1 egg, beaten ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', '2 tablespoons milk ADVERTISEMENT', '40 miniature chocolate covered peanut butter cups, unwrapped ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 375 degrees F (190 degrees C). Sift together the flour, salt and baking soda; set aside.
Cream together the butter, sugar, peanut butter and brown sugar until fluffy. Beat in the egg, vanilla and milk. Add the flour mixture; mix well. Shape into 40 balls and place each into an ungreased mini muffin pan.
Bake at 375 degrees for about 8 minutes. Remove from oven and immediately press a mini peanut butter cup into each ball. Cool and carefully remove from pan.
",P/YuaYp5fZLs.mRjujLPHXJ3KiNAwHa
Iced Pumpkin Cookies,"['2 1/2 cups all-purpose flour ADVERTISEMENT', '1 teaspoon baking powder ADVERTISEMENT', '1 teaspoon baking soda ADVERTISEMENT', '2 teaspoons ground cinnamon ADVERTISEMENT', '1/2 teaspoon ground nutmeg ADVERTISEMENT', '1/2 teaspoon ground cloves ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '1/2 cup butter, softened ADVERTISEMENT', '1 1/2 cups white sugar ADVERTISEMENT', '1 cup canned pumpkin puree ADVERTISEMENT', '1 egg ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', ""2 cups confectioners' sugar ADVERTISEMENT"", '3 tablespoons milk ADVERTISEMENT', '1 tablespoon melted butter ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Combine flour, baking powder, baking soda, cinnamon, nutmeg, ground cloves, and salt; set aside.
In a medium bowl, cream together the 1/2 cup of butter and white sugar. Add pumpkin, egg, and 1 teaspoon vanilla to butter mixture, and beat until creamy. Mix in dry ingredients. Drop on cookie sheet by tablespoonfuls; flatten slightly.
Bake for 15 to 20 minutes in the preheated oven. Cool cookies, then drizzle glaze with fork.
To Make Glaze: Combine confectioners' sugar, milk, 1 tablespoon melted butter, and 1 teaspoon vanilla. Add milk as needed, to achieve drizzling consistency.
",rhmIQi6I0h3X0gGFDQrOheA.YvBo00W
Burrito Pie,"['2 pounds ground beef ADVERTISEMENT', '1 onion, chopped ADVERTISEMENT', '2 teaspoons minced garlic ADVERTISEMENT', '1 (2 ounce) can black olives, sliced ADVERTISEMENT', '1 (4 ounce) can diced green chili peppers ADVERTISEMENT', '1 (10 ounce) can diced tomatoes with green chile peppers ADVERTISEMENT', '1 (16 ounce) jar taco sauce ADVERTISEMENT', '2 (16 ounce) cans refried beans ADVERTISEMENT', '12 (8 inch) flour tortillas ADVERTISEMENT', '9 ounces shredded Colby cheese ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
In a large skillet over medium heat, saute the ground beef for 5 minutes. Add the onion and garlic, and saute for 5 more minutes. Drain any excess fat, if desired. Mix in the olives, green chile peppers, tomatoes with green chile peppers, taco sauce and refried beans. Stir mixture thoroughly, reduce heat to low, and let simmer for 15 to 20 minutes.
Spread a thin layer of the meat mixture in the bottom of a 4 quart casserole dish. Cover with a layer of tortillas followed by more meat mixture, then a layer of cheese. Repeat tortilla, meat, cheese pattern until all the tortillas are used, topping off with a layer of meat mixture and cheese.
Bake for 20 to 30 minutes in the preheated oven, or until cheese is slightly brown and bubbly.
",appxr1Q98IMazq6SSjsBquTZ41W4Q7i
"Sweet, Sticky and Spicy Chicken","['1 tablespoon brown sugar ADVERTISEMENT', '2 tablespoons honey ADVERTISEMENT', '1/4 cup soy sauce ADVERTISEMENT', '2 teaspoons chopped fresh ginger root ADVERTISEMENT', '2 teaspoons chopped garlic ADVERTISEMENT', '2 tablespoons hot sauce ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', '4 skinless, boneless chicken breast halves - cut into 1/2 inch strips ADVERTISEMENT', '1 tablespoon vegetable oil ADVERTISEMENT', 'ADVERTISEMENT']","Mix together brown sugar, honey, soy sauce, ginger, garlic and hot sauce in a small bowl.
Lightly salt and pepper the chicken strips.
Heat oil in a large skillet over medium heat. Add chicken strips and brown on both sides, about 1 minute per side. Pour the sauce over the chicken. Simmer uncovered until the sauce thickens, 8 to 10 minutes.
",H10KJ1LUeQPvn4iNAGNtqceEWfYs1Oe
Jay's Signature Pizza Crust,"['2 1/4 teaspoons active dry yeast ADVERTISEMENT', '1/2 teaspoon brown sugar ADVERTISEMENT', '1 1/2 cups warm water (110 degrees F/45 degrees C) ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '2 tablespoons olive oil ADVERTISEMENT', '3 1/3 cups all-purpose flour ADVERTISEMENT', 'ADVERTISEMENT']","In a large bowl, dissolve the yeast and brown sugar in the water, and let sit for 10 minutes.
Stir the salt and oil into the yeast solution. Mix in 2 1/2 cups of the flour.
Turn dough out onto a clean, well floured surface, and knead in more flour until the dough is no longer sticky. Place the dough into a well oiled bowl, and cover with a cloth. Let the dough rise until double; this should take about 1 hour. Punch down the dough, and form a tight ball. Allow the dough to relax for a minute before rolling out. Use for your favorite pizza recipe.
Preheat oven to 425 degrees F (220 degrees C). If you are baking the dough on a pizza stone, you may place your toppings on the dough, and bake immediately. If you are baking your pizza in a pan, lightly oil the pan, and let the dough rise for 15 or 20 minutes before topping and baking it.
Bake pizza in preheated oven, until the cheese and crust are golden brown, about 15 to 20 minutes.
",1j.xm4ODqlA9Y..MFVYYAHtQcRdahQu
Angel Chicken Pasta,"['6 skinless, boneless chicken breast halves ADVERTISEMENT', '1/4 cup butter ADVERTISEMENT', '1 (.7 ounce) package dry Italian-style salad dressing mix ADVERTISEMENT', '1/2 cup white wine ADVERTISEMENT', '1 (10.75 ounce) can condensed golden mushroom soup ADVERTISEMENT', '4 ounces cream cheese with chives ADVERTISEMENT', '1 pound angel hair pasta ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 325 degrees F (165 degrees C).
In a large saucepan, melt butter over low heat. Stir in the package of dressing mix. Blend in wine and golden mushroom soup. Mix in cream cheese, and stir until smooth. Heat through, but do not boil. Arrange chicken breasts in a single layer in a 9x13 inch baking dish. Pour sauce over.
Bake for 60 minutes in the preheated oven. Twenty minutes before the chicken is done, bring a large pot of lightly salted water to a rolling boil. Cook pasta until al dente, about 5 minutes. Drain. Serve chicken and sauce over pasta.
",Ic27oE/.XWw9xdg0pdAU/TadQGXzF7K
Jalapeno Popper Spread,"['2 (8 ounce) packages cream cheese, softened ADVERTISEMENT', '1 cup mayonnaise ADVERTISEMENT', '1 (4 ounce) can chopped green chilies, drained ADVERTISEMENT', '2 ounces canned diced jalapeno peppers, drained ADVERTISEMENT', '1 cup grated Parmesan cheese ADVERTISEMENT', 'ADVERTISEMENT']","Stir together cream cheese and mayonnaise in a large bowl until smooth. Stir in green chiles and jalapeno peppers. Pour mixture into a microwave safe serving dish, and sprinkle with Parmesan cheese.
Microwave on High until hot, about 3 minutes.
",THY3nx9JlDw5Pq8Vvxkvib59CLvhXSy
Buttermilk Pancakes II,"['3 cups all-purpose flour ADVERTISEMENT', '3 tablespoons white sugar ADVERTISEMENT', '3 teaspoons baking powder ADVERTISEMENT', '1 1/2 teaspoons baking soda ADVERTISEMENT', '3/4 teaspoon salt ADVERTISEMENT', '3 cups buttermilk ADVERTISEMENT', '1/2 cup milk ADVERTISEMENT', '3 eggs ADVERTISEMENT', '1/3 cup butter, melted ADVERTISEMENT', 'ADVERTISEMENT']","In a large bowl, combine flour, sugar, baking powder, baking soda, and salt. In a separate bowl, beat together buttermilk, milk, eggs and melted butter. Keep the two mixtures separate until you are ready to cook.
Heat a lightly oiled griddle or frying pan over medium high heat. You can flick water across the surface and if it beads up and sizzles, it's ready!
Pour the wet mixture into the dry mixture, using a wooden spoon or fork to blend. Stir until it's just blended together. Do not over stir! Pour or scoop the batter onto the griddle, using approximately 1/2 cup for each pancake. Brown on both sides and serve hot.
",5BLcbVPwn6ha2BVErgPc3kzCYUwxTAO
Chocolate Chocolate Chip Cookies I,"['1 cup butter, softened ADVERTISEMENT', '1 1/2 cups white sugar ADVERTISEMENT', '2 eggs ADVERTISEMENT', '2 teaspoons vanilla extract ADVERTISEMENT', '2 cups all-purpose flour ADVERTISEMENT', '2/3 cup cocoa powder ADVERTISEMENT', '3/4 teaspoon baking soda ADVERTISEMENT', '1/4 teaspoon salt ADVERTISEMENT', '2 cups semisweet chocolate chips ADVERTISEMENT', '1/2 cup chopped walnuts (optional) ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
In large bowl, beat butter, sugar, eggs, and vanilla until light and fluffy. Combine the flour, cocoa, baking soda, and salt; stir into the butter mixture until well blended. Mix in the chocolate chips and walnuts. Drop by rounded teaspoonfuls onto ungreased cookie sheets.
Bake for 8 to 10 minutes in the preheated oven, or just until set. Cool slightly on the cookie sheets before transferring to wire racks to cool completely.
",6KaqVzPSlUsCtaaaaw5MofXUS/4kmZe
"Bow Ties with Sausage, Tomatoes and Cream","['1 (12 ounce) package bow tie pasta ADVERTISEMENT', '2 tablespoons olive oil ADVERTISEMENT', '1 pound sweet Italian sausage, casings removed and crumbled ADVERTISEMENT', '1/2 teaspoon red pepper flakes ADVERTISEMENT', '1/2 cup diced onion ADVERTISEMENT', '3 cloves garlic, minced ADVERTISEMENT', '1 (28 ounce) can Italian-style plum tomatoes, drained and coarsely chopped ADVERTISEMENT', '1 1/2 cups heavy cream ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '3 tablespoons minced fresh parsley ADVERTISEMENT', 'ADVERTISEMENT']","Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water for 8 to 10 minutes, or until al dente; drain.
Heat oil in a large, deep skillet over medium heat. Cook sausage and pepper flakes until sausage is evenly brown. Stir in onion and garlic, and cook until onion is tender. Stir in tomatoes, cream, and salt. Simmer until mixture thickens, 8 to 10 minutes.
Stir cooked pasta into sauce, and heat through. Sprinkle with parsley.
",xwH.ZdB.EGOkKIXJIEU8qKOuYQoxVku
